"household_id","participant_sex","participant_age","education_level","participant_type_coalesce","loc1_name","household_head_sex","Age_Group","Age_Group2","Womens_Age_Group","Womens_Age_Group2","global_form_id","womens_form_id","I_P_total_crops","I_P_total_important_crops","I_P_staple_area","I_P_total_crop_area","I_P_total_crop_yield","I_P_total_crop_productivity","I_P_simpson","I_VCC1","I_VCC2","I_VCC3","I_VCC4","I_VCC5","I_VCC6","I_AWEAI_asset","I_AWEAI_asset_prop","I_HI_n_income_sources","I_HI_income_diversification","I_HI_self_perception","I_HI_savings","I_HI_have_debt","I_HI_worry_debt","I_HI_transport","I_HDDS","I_HDDS_min","FIES_1","FIES_2","FIES_3","FIES_4","FIES_5","FIES_6","FIES_7","FIES_8","I_FIES_score","I_FIES_prob_moderate","I_FIES_prob_severe","I_FIES_prev_moderate","I_FIES_prev_severe","I_FIES_category"
62,"M",35,"primary","Beneficiarios","Pintadillo","M","26 - 55","31 - 50",NA,NA,"uuid:6dfd809a-34ed-45ba-8f8c-af266cc04814","uuid:1fab5a30-34d4-45dc-8d56-7dfae8f534a4",5,2,0.666666666666667,2.1168,2360.8,1115.26832955404,0.286363903068709,"equal","equal","equal","moderate","equal","equal",1,1,1,"Crop farming only",6,0,1,0,0,12,1,1,0,0,0,0,0,0,0,1,0.0338216507736999,7.32408767079029e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
66,"M",37,"adult_education","Beneficiarios","Pintadillo","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:baf2938a-9003-440c-94d6-44c2eb98f729","uuid:d3d0b337-b661-492b-af7b-141fda369813",2,2,0.540441176470588,1.3056,998.8,765.012254901961,0.0868638276936533,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",5,0,1,1,1,12,1,1,0,1,1,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
65,"M",35,"primary","Beneficiarios","Pintadillo","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:f098304f-c05f-4537-9e9c-b4c8ca41239d","uuid:2897136f-6b9d-4cfa-bc2e-e530e04dc6ca",4,2,0.638205499276411,1.1056,1066.8796,964.977930535456,0.041651007774432,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,1,"Crop farming only",5,0,1,1,0,12,1,1,1,0,0,0,0,1,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
61,"M",56,"primary","Beneficiarios","Pintadillo","M","55+","51+","26 - 55","51+","uuid:a74ca207-5b4c-4648-bb1b-3921ef5074a5","uuid:2427260f-af33-402d-8c2b-6d39a416f690",3,2,0.666666666666667,2.1168,2451.6,1158.16326530612,0.345820071275062,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,1,"Crop farming only",7,1,1,0,0,12,1,1,0,1,1,1,1,1,0,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
63,"M",58,"primary","Beneficiarios","Pintadillo","M","55+","51+","26 - 55","51+","uuid:806d2b9f-159f-4efb-8b0f-58d08f9c7826","uuid:e9bd7606-5313-4618-8e3d-78348ad2b5dd",2,2,0.5,1.4112,1452.8,1029.47845804989,0.46907287505166,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,1,"Crop farming only",7,1,1,1,0,12,1,1,0,0,1,1,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
100,"M",54,"No_school","No Beneficiarios","Guacimal #1","M","26 - 55","51+","26 - 55","51+","uuid:13b725f2-b3b3-411e-aaf4-c451d53f50db","uuid:34a3a587-084b-46f8-a6d0-9c70e8de4776",18,NA,NA,NA,NA,NA,NA,"equal","no_reponse","equal","equal","equal","equal",1,1,1,"Crop farming only",7,1,1,0,1,12,1,1,1,0,0,0,0,0,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
92,"M",53,"primary","Beneficiarios","Guacimal #1","M","26 - 55","51+","26 - 55","51+","uuid:9c9efac7-0d5e-4740-ada1-9185f7f2e122","uuid:a85be069-4055-42cb-8945-157ae13edbf2",3,3,0.609116022099447,2.3168,2576.4194,1112.05947859116,0.473380797111597,"equal","equal","equal","equal","no_reponse","equal",1,1,2,"Crop farming + Off-farm sources",6,0,1,0,0,12,1,1,1,0,0,0,0,0,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
99,"M",32,"primary","No Beneficiarios","Guacimal #1","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:93fbaec2-e6b8-4501-9466-1e7a3cdf63da","uuid:a20d089d-7de5-4a37-9499-70b21494aca0",2,2,0.46865037194474,1.5056,1135,753.852284803401,0.147329805996472,"equal","no_reponse","equal","moderate","equal","equal",1,1,1,"Crop farming only",6,0,1,1,0,12,1,1,0,0,0,0,1,1,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
93,"M",55,"primary","Beneficiarios","Guacimal #1","M","26 - 55","51+","26 - 55","31 - 50","uuid:73aba103-5b8e-4321-b193-6eb2f9973625","uuid:2843f17b-6c99-4ec9-bb60-c8552a431f38",9,2,0.779151943462898,0.9056,819.2,904.593639575972,0.00487684475067229,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",7,1,1,1,0,12,1,1,0,0,1,1,0,1,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
133,"M",51,"primary","Beneficiarios","Los Encuentros","M","26 - 55","51+","26 - 55","31 - 50","uuid:e9e07fe4-cd07-4b5c-a323-ef1c787cd58f","uuid:a599ac54-44b1-41df-9f68-38fb1c2e3b5f",2,2,0.5,1.4112,1112.198,788.12216553288,0.183290672001234,"equal","no_reponse","equal","equal","equal","equal",1,0.8,1,"Crop farming only",7,1,0,0,0,12,1,1,0,0,0,0,0,1,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
131,"M",31,"primary","Beneficiarios","Los Encuentros","M","26 - 55","18 - 30","55+","51+","uuid:d6e1eed6-f639-4728-ad2f-94c994e98764","uuid:c077c613-3421-4718-8bd8-8e33677b7c99",2,2,0.638205499276411,1.1056,1078.2194,975.234623733719,0.0611686684142508,"equal","equal","equal","moderate","equal","equal",1,1,1,"Crop farming only",6,0,0,0,1,12,1,1,0,0,0,0,0,0,0,1,0.0338216507736999,7.32408767079029e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
140,"M",89,"primary","No Beneficiarios","Los Encuentros","M","55+","51+","55+","51+","uuid:7c716990-6016-4fa2-9328-7d299a5b4cfb","uuid:5e51e876-867d-48b4-a17e-b7b090b79f91",2,2,0.5,1.4112,1362,965.136054421769,0.464785696791575,"equal","equal","equal","moderate","equal","equal",1,1,1,"Crop farming only",6,0,1,1,1,12,1,1,0,0,0,0,0,0,0,1,0.0338216507736999,7.32408767079029e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
134,"M",52,"primary","Beneficiarios","Los Encuentros","M","26 - 55","51+","26 - 55","31 - 50","uuid:6fe56098-896a-4e0c-af79-3fafed425a7d","uuid:610a13ff-3ce1-4a21-a451-4c66825ec182",2,2,0.5,1.4112,1770.6,1254.6768707483,0.381543561923309,"equal","no_reponse","equal","moderate","equal","equal",1,1,2,"Crop farming + Off-farm sources",4,0,1,0,0,12,1,1,1,0,0,0,0,0,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
136,"F",34,"primary","Beneficiarios","Los Encuentros","F","26 - 55","31 - 50","26 - 55","18 - 30","uuid:69d5607a-4ea1-4551-be84-b6901637f32f","uuid:6bf14c38-cdd6-49a9-afa1-ca08a84e2a3f",2,2,0.540441176470588,1.3056,1044.2,799.785539215686,0.158942384635903,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",6,0,1,1,0,12,1,1,1,0,1,0,1,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
58,"M",70,"primary","No Beneficiarios","Marías Del Pacon","M","55+","51+","55+","51+","uuid:7ab4529b-ff6c-4664-b629-eee9aca64db8","uuid:149102a6-609f-4e42-9fbb-7a5a09171eda",5,1,1,1.4112,1952.2,1383.36167800454,0,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",5,0,0,0,0,10,1,1,1,1,1,1,1,1,0,7,0.995303491297153,0.393560803113058,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
142,"F",50,"primary","Beneficiarios","Los Chavarria","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:74301877-9bd6-4726-8236-d0adf83f443b","uuid:5f46615b-7b54-46a3-83af-143545c29758",2,1,1,1.4112,1816,1286.84807256236,0,"equal","equal","equal","moderate","no_reponse","equal",1,1,1,"Crop farming only",7,1,1,0,0,12,1,1,0,1,1,1,0,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
148,"F",47,"primary","No Beneficiarios","Los Chavarria","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:ed48078b-d72d-40ce-b623-47ba62d96beb","uuid:fafe9c2d-1637-44f1-88b5-10e878fdec74",5,3,0.519434628975265,2.7168,2383.4796,877.311395759717,0.367308969229192,"equal","equal","equal","equal","no_reponse","equal",1,1,2,"Crop farming + Off-farm sources",6,0,1,1,0,12,1,1,0,1,0,1,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
141,"F",38,"primary","Beneficiarios","Los Chavarria","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:1f8ba4a5-daba-4b72-a20e-fba220523d0a","uuid:e620f3a0-497e-4ee4-8c9e-dd941c3f5e27",7,3,0.540441176470588,1.3056,907.9592,695.43443627451,0.0962770591202484,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,2,"Crop farming + Off-farm sources",7,1,1,1,0,12,1,1,1,0,1,0,1,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
149,"F",41,"primary","No Beneficiarios","Los Chavarria","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:3aa4c397-c86f-4351-83bf-387b6c55067a","uuid:4ac8051f-7ea7-4f7a-90e1-46bde12e5758",NA,NA,NA,NA,NA,NA,NA,"none","none","none","no_reponse","no_reponse","equal",1,0.75,0,"Income sources unreported",1,0,0,0,0,12,1,1,0,1,1,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
106,"M",70,"No_school","Beneficiarios","La Cañita","M","55+","51+","55+","51+","uuid:07895944-c15b-4bd2-86e5-9e440ed10c2a","uuid:aee0d758-c0d7-4fb7-b2b0-200cb99c8ee0",4,2,0.638205499276411,1.1056,272.196,246.197539797395,0.278969176682008,"little","no_reponse","little","equal","moderate","none",1,1,1,"Crop farming only",7,1,0,0,0,9,1,0,1,1,1,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
102,"M",58,"no_answer","Beneficiarios","La Cañita","M","55+","51+","55+","51+","uuid:5161ca7e-0353-49b6-bc83-f19009c0db8b","uuid:652590d3-2503-4b56-a061-e81e28a8c255",2,2,0.540441176470588,2.6112,35,13.4037990196078,0.252100840336134,"little","moderate","moderate","little","none","none",1,1,1,"Crop farming only",7,1,0,0,0,9,1,1,1,1,1,1,0,0,1,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Severely Food Insecure"
104,"M",60,"primary","Beneficiarios","La Cañita","M","55+","51+","26 - 55","51+","uuid:312ba8fc-f99a-4c6d-b9e8-06412044880e","uuid:e10a2d66-bd1d-4394-a6a3-5a49b83db343",1,1,1,1.4112,18.14,12.8543083900227,0,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,1,"Crop farming only",5,0,1,0,1,12,1,1,1,1,0,1,1,0,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
101,"M",50,"primary","Beneficiarios","La Cañita","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:0cebd75d-4918-4588-8ea9-b516fae77040","uuid:65b51f12-8d08-4279-9833-fb38116edfe6",3,2,0.779151943462898,0.9056,885.2796,977.561395759717,0.0499809811586186,"little","moderate","little","moderate","little","moderate",1,1,1,"Crop farming only",6,0,1,0,1,10,1,1,0,1,1,0,1,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
103,"M",49,"primary","Beneficiarios","La Cañita","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:6331ef50-cb5c-4f29-bb32-2c8d0af37f44","uuid:df52510e-e2ab-46c1-b3b6-55bd7b1436ad",3,2,0.666666666666667,1.2,24.0355,20.0295833333333,0.11143587645484,"equal","moderate","moderate","moderate","more_than","more_than",1,1,1,"Crop farming only",6,0,1,1,0,12,1,1,1,1,1,1,0,0,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
108,"M",61,"primary","No Beneficiarios","La Cañita","M","55+","51+","26 - 55","31 - 50","uuid:d055a1e3-16d4-4abf-b999-913bd5eb3153","uuid:951cbfad-3e0a-4d43-a588-6d11726ad8cc",3,2,0.414731254147313,2.4112,14.9655,6.20666058394161,0.45265226103721,"moderate","no_reponse","little","no_reponse","no_reponse","more_than",1,1,1,"Crop farming only",7,1,0,0,0,12,1,1,1,1,1,1,0,0,1,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Severely Food Insecure"
168,"M",38,"primary","No Beneficiarios","La Pintura","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:89acdd1e-8a59-466a-98ea-2a1d2483fc4c","uuid:1ca04064-92b1-4b45-9d24-bb0c9552cd7c",3,1,1,3.2,908,283.75,0,"little","no_reponse","moderate","equal","no_reponse","more_than",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,1,10,1,1,1,0,0,1,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
169,"M",50,"primary","No Beneficiarios","La Pintura","M","26 - 55","31 - 50","55+","51+","uuid:fd4e4236-c8b6-45e2-ad78-cb4a08035aea","uuid:a670be55-95d4-4f69-b17e-465994aacf3c",NA,NA,NA,NA,NA,NA,NA,"equal","more_than","more_than","equal","no_reponse","no_reponse",1,1,0,"Income sources unreported",7,1,0,0,1,12,1,1,1,1,1,1,0,0,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
165,"M",59,"primary","Beneficiarios","La Pintura","M","55+","51+","55+","51+","uuid:506dfeac-d59b-4802-9ffa-835e8e52c471","uuid:b7ef53bb-e310-4688-a31f-a1c75b2a45b5",2,1,1,0.7056,0,0,NA,"little","moderate","moderate","moderate","no_reponse","more_than",1,1,1,"Crop farming only",7,1,0,0,0,11,1,1,NA,0,0,0,NA,0,0,1,0.0338216507736999,7.32408767079029e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
163,"F",54,"primary","Beneficiarios","La Pintura","F","26 - 55","51+","26 - 55","31 - 50","uuid:b7c40f40-4114-40cd-8fd0-88064774103a","uuid:066b9593-58be-4766-a090-f7d0eebbb38c",NA,NA,NA,NA,NA,NA,NA,"little","no_reponse","little","moderate","no_reponse","no_reponse",1,1,0,"Income sources unreported",4,0,1,1,0,11,1,1,1,1,0,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
166,"M",76,"No_school","Beneficiarios","La Pintura","M","55+","51+","55+","51+","uuid:1b87a0ef-fa68-469b-b2bf-8ab677ecebf4","uuid:0817d623-63ea-4655-aedd-f5c9f685a53d",NA,NA,NA,NA,NA,NA,NA,"little","little","no_reponse","little","moderate","more_than",1,1,0,"Income sources unreported",4,0,0,0,0,11,1,1,1,1,1,1,1,1,0,7,0.995303491297153,0.393560803113058,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
161,"M",62,"primary","Beneficiarios","La Pintura","M","55+","51+","55+","51+","uuid:f7cf9bfa-656a-475f-970d-1be251a22c19","uuid:170b2135-94b2-431d-94f7-91d510db420f",8,3,0.163934426229508,12.2,28.1216,2.30504918032787,0.323644767987984,"little","moderate","moderate","little","little","none",1,1,1,"Crop farming only",6,0,0,0,1,11,1,1,1,0,1,0,0,0,NA,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
162,"F",51,"primary","Beneficiarios","La Pintura","F","26 - 55","51+","26 - 55","51+","uuid:656450d0-3d5c-47f0-b330-7272f1cd78a8","uuid:9561fd3c-6903-4d7c-a468-2b053b9796a9",12,2,0.454545454545455,22,362.8,16.4909090909091,0,"no_reponse","no_reponse","no_reponse","equal","moderate","little",1,1,1,"Crop farming only",6,0,1,1,0,9,1,1,NA,0,0,0,0,0,0,1,0.0338216507736999,7.32408767079029e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
156,"F",62,NA,"Beneficiarios",NA,"F",NA,NA,"55+","51+",NA,"uuid:55ba8cd5-c4fb-4019-8156-155b883a743e",NA,NA,NA,NA,NA,NA,NA,"more_than","moderate","moderate","moderate","little","moderate",1,1,NA,NA,NA,NA,NA,NA,0,12,1,1,1,0,0,0,1,1,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
158,"F",62,NA,"No Beneficiarios",NA,NA,NA,NA,"55+","51+",NA,"uuid:c5f6156e-dde0-4dad-bad3-55d07b64d435",NA,NA,NA,NA,NA,NA,NA,"equal","no_reponse","no_reponse","equal","no_reponse","equal",1,1,NA,NA,NA,NA,NA,NA,0,8,1,1,1,1,0,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
160,"F",36,NA,"No Beneficiarios",NA,NA,NA,NA,"26 - 55","31 - 50",NA,"uuid:01b59030-e39e-4843-95cd-13efab3a8bad",NA,NA,NA,NA,NA,NA,NA,"equal","no_reponse","moderate","equal","no_reponse","equal",1,1,NA,NA,NA,NA,NA,NA,0,8,1,1,1,1,1,1,0,0,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
159,"F",53,NA,"No Beneficiarios",NA,NA,NA,NA,"26 - 55","51+",NA,"uuid:5beb5095-9cdc-4628-97fc-45b76c976745",NA,NA,NA,NA,NA,NA,NA,"little","no_reponse","moderate","moderate","no_reponse","equal",1,1,NA,NA,NA,NA,NA,NA,0,5,1,1,0,1,0,1,1,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
112,"F",80,NA,"Beneficiarios",NA,NA,NA,NA,"55+","51+",NA,"uuid:7e66e0e3-efd1-499d-8064-05a4bcac5620",NA,NA,NA,NA,NA,NA,NA,"equal","equal","equal","equal","equal","equal",1,1,NA,NA,NA,NA,NA,NA,0,12,1,1,0,1,0,1,1,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
115,"F",65,NA,"Beneficiarios",NA,NA,NA,NA,"55+","51+",NA,"uuid:5435b346-7de4-41b6-bb14-1633931706ae",NA,NA,NA,NA,NA,NA,NA,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,NA,NA,NA,NA,NA,NA,0,10,1,1,1,1,1,1,1,1,1,8,0.997107399432327,0.668041978133086,0.607803661194447,0.045177217923865,"Severely Food Insecure"
117,"F",18,NA,"Beneficiarios",NA,NA,NA,NA,NA,NA,NA,"uuid:fc53557f-a7a7-4013-9916-86c77bd77018",NA,NA,NA,NA,NA,NA,NA,"equal","no_reponse","equal","equal","no_reponse","equal",1,0.857142857142857,NA,NA,NA,NA,NA,NA,1,10,1,1,1,0,0,0,0,0,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
88,"F",35,NA,"No Beneficiarios",NA,"F",NA,NA,"26 - 55","31 - 50",NA,"uuid:9da66e18-eaf8-40bf-a426-3e89875475bd",NA,NA,NA,NA,NA,NA,NA,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,NA,NA,NA,NA,NA,NA,1,9,1,1,0,1,1,1,0,0,1,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Severely Food Insecure"
85,"F",50,NA,"Beneficiarios",NA,NA,NA,NA,"26 - 55","31 - 50",NA,"uuid:2e136477-f386-4eea-953d-ed2f8639ea88",NA,NA,NA,NA,NA,NA,NA,"equal","equal","equal","moderate","equal","equal",1,1,NA,NA,NA,NA,NA,NA,0,12,1,1,1,1,0,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
72,"F",42,NA,"Beneficiarios",NA,NA,NA,NA,"26 - 55","31 - 50",NA,"uuid:3dfdf62b-8413-4910-93a7-5ff8d922b859",NA,NA,NA,NA,NA,NA,NA,"equal","equal","equal","equal","moderate","equal",1,1,NA,NA,NA,NA,NA,NA,0,10,1,0,1,1,1,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
96,"F",53,NA,"Beneficiarios",NA,"F",NA,NA,"26 - 55","51+",NA,"uuid:53cbff54-bb87-4126-ba27-ae9a274f69c9",NA,NA,NA,NA,NA,NA,NA,"equal","no_reponse","equal","equal","equal","equal",1,1,NA,NA,NA,NA,NA,NA,1,12,1,1,1,1,0,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
110,"F",53,NA,"No Beneficiarios",NA,NA,NA,NA,"26 - 55","51+",NA,"uuid:09b2bb62-2cef-462f-be8b-7066f15adfe2",NA,NA,NA,NA,NA,NA,NA,"no_reponse","no_reponse","little","equal","no_reponse","none",1,1,NA,NA,NA,NA,NA,NA,1,10,1,1,1,1,0,0,1,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
