"household_id","participant_sex","participant_age","education_level","target_group","household_head_sex","Age_Group","Age_Group2","Womens_Age_Group","Womens_Age_Group2","global_form_id","womens_form_id","I_P_total_crops","I_P_total_important_crops","I_P_staple_area","I_P_total_crop_area","I_P_total_crop_yield","I_P_total_crop_productivity","I_P_simpson","I_P_total_livestock","I_P_total_important_livestocks","I_VCC1","I_VCC2","I_VCC3","I_VCC4","I_VCC5","I_VCC6","I_AWEAI_asset","I_AWEAI_asset_prop","I_HI_n_income_sources","I_HI_income_diversification","I_HI_self_perception","I_HI_savings","I_HI_have_debt","I_HI_worry_debt","I_HI_transport","I_HDDS","I_HDDS_min","FIES_1","FIES_2","FIES_3","FIES_4","FIES_5","FIES_6","FIES_7","FIES_8","I_FIES_score","I_FIES_prob_moderate","I_FIES_prob_severe","I_FIES_prev_moderate","I_FIES_prev_severe","I_FIES_category"
"523","F",42,"No_school","Calebasses","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:c1ae0eff-7fae-4d25-b8f5-d5a4168892a7","uuid:97984115-3903-4721-bc2f-5ea820387aab",0,NA,NA,NA,NA,NA,NA,0,NA,"moderate","moderate","moderate","little","little","moderate",1,0.555555555555556,0,"Income sources unreported",7,1,1,1,1,7,1,1,0,1,0,1,0,1,0,4,0.695132798930907,2.59281945041989e-05,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"9V1SWT","M",45,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:687010a0-8bd2-4003-b08e-0a37769d118a","uuid:29eaa4de-b3c9-4066-9275-7edca6b6c4a3",4,4,0.5,8,4400,550,0.681973175721755,4,4,"little","little","moderate","moderate","little","none",1,1,1,"Crop farming only",7,1,0,0,0,6,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"371","F",18,"secondary","Consommateurs","M",NA,NA,NA,NA,"uuid:bf52d311-9ab1-4f56-8dd2-1b0b7f61e8c6","uuid:51d62280-743d-4df9-adeb-a54e0d7d9cad",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","moderate","little","none",1,1,0,"Income sources unreported",7,1,0,0,0,5,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"85","M",75,"coranique","Producteurs","M","55+","51+","26 - 55","31 - 50","uuid:6d792e46-9979-49c4-a081-b34faa5e9bc6","uuid:c4c92ada-8835-4172-9419-21aa93d3b1fb",3,1,1,2,3000,1500,0,2,1,"none","little","none","moderate","little","none",1,1,1,"Crop farming only",7,1,1,0,0,7,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"AKBYSA","F",25,"coranique","Consommateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:1e33160e-0dc6-4f19-936a-546a2d8285a6","uuid:3eb9722d-5636-4399-9096-ce216064505c",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",7,1,1,1,0,6,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"102","F",25,"coranique","Producteurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:54937317-79b3-44e0-b334-6232beabbf14","uuid:ac09d1be-5c0e-45f4-91bd-c659259ef268",1,1,NA,1,25,25,0,0,0,"little","little","moderate","moderate","little","moderate",1,1,1,"Crop farming only",7,1,0,0,1,4,0,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"355","F",20,"coranique","Consommateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:24ce6390-2c14-4a82-8a73-cd5e76f30e73","uuid:18bb0ded-61af-45e5-ad96-e29e661b8e3a",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","moderate","little","none",1,1,0,"Income sources unreported",7,1,0,0,0,6,1,0,1,1,0,1,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"108","F",20,"coranique","Producteurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:6c3f78f4-7e6a-4721-8231-dd7da793568d","uuid:5ac7ff22-fdc5-42db-867a-9dea3392d313",3,1,NA,1,500,500,0,2,2,"little","little","moderate","moderate","little","none",1,1,1,"Crop farming only",7,1,0,0,0,5,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"6BO7I4","F",40,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:587b6895-6aae-474f-8956-d58764d7f90f","uuid:b3a56672-66b2-4b15-8bb9-13895dc02688",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","none",1,1,0,"Income sources unreported",7,1,1,0,0,6,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"323","F",30,"coranique","Commerçants","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:c1e59384-6833-47d3-854f-ce0c3317ddbc","uuid:88f9b3f9-a796-442a-9d37-924e82ff6dd7",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",7,1,0,0,0,6,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"83","M",26,"coranique","Producteurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:21b4f227-eeac-44a9-b959-eaaeb1e7a0f7","uuid:59636a79-7f91-45fb-9759-3f125bf4513e",3,1,NA,4,2000,500,0,5,2,"little","little","little","moderate","little","moderate",1,1,1,"Crop farming only",7,1,0,0,0,8,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"109","F",30,"coranique","Producteurs","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:5a363eb3-bcab-4b22-b11d-220c7d8fa854","uuid:fb3d6e0a-ddfe-44f9-9496-412c6543816b",3,1,NA,2,1000,500,0,3,2,"little","little","little","little","little","little",1,0.6,1,"Crop farming only",2,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"38DLAV","M",46,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:c236aac5-2de2-45f0-a4af-5568fa02b8e1","uuid:bf55cf8d-6ec6-48bd-92de-bb40bbdad279",4,1,NA,2.5,3000,1200,0,1,1,"little","little","little","little","little","little",0,0,1,"Crop farming only",2,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"8EPPMC","M",50,"coranique","Commerçants","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:101ce7ae-c551-47a2-bf9a-f3300eced227","uuid:83c5731f-2346-44fb-aeb1-102b8130e0c3",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","little","little","little",1,0.166666666666667,0,"Income sources unreported",2,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"101","F",30,"coranique","Producteurs","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:f13596d0-7be8-49ef-90d0-d9497f9eeb57","uuid:c89abd79-5bea-42fb-92cf-c04c7923a8cb",2,2,0.5,2,1350,675,0.384372511874365,2,2,"little","little","little","little","little","little",0,0.333333333333333,1,"Crop farming only",2,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"80","M",40,"coranique","Producteurs","M","26 - 55","31 - 50","18 - 25","18 - 30","uuid:83b06a1a-93fb-4204-8b5f-29755f6827c1","uuid:710812b1-670a-485c-b3dd-ae9f9c377479",4,3,0.454545454545455,11,8500,772.727272727273,0.567540817950901,1,1,"little","none","little","little","none","little",1,0,1,"Crop farming only",2,0,1,1,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"331","F",43,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:64c52803-438f-47b0-9f50-ce6087536832","uuid:335146fc-6e93-4110-b50d-5cd645f26ae0",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","little","little","little",1,0.333333333333333,0,"Income sources unreported",2,0,1,1,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"106","F",36,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:c3f80571-3c09-4d07-88f0-ae5b66f943a6","uuid:eb4f6258-5a19-49d2-be43-d5af5b3f436b",3,1,1,3,1000,333.333333333333,0,2,2,"little","little","little","little","little","little",1,0.5,1,"Crop farming only",2,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"15","M",58,"postsecondary","Producteurs","M","55+","51+","26 - 55","51+","uuid:44a21cf7-4190-4fa9-9b58-031d980f85d0","uuid:8d056c46-8b8a-4e20-857d-6a50d0da6e67",4,2,NA,0.0267,800,29962.5468164794,0.469336670838548,2,1,"none","none","none","moderate","moderate","moderate",1,0.222222222222222,2,"Crop farming + Off-farm sources",6,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"9","M",28,"postsecondary","Producteurs","M","26 - 55","18 - 30","55+","51+","uuid:9441db9d-46fe-414c-9cda-727a37a81b16","uuid:5155f7b5-0861-4d1f-939d-9e00577dc85b",6,2,NA,0.0667,1800,26986.5067466267,0.494101661416837,1,1,"none","none","none","moderate","moderate","moderate",1,0.375,2,"Crop farming + Off-farm sources",6,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"7","M",42,"primary","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:d3c9298b-153b-42b7-8295-ac8bd0877dd3","uuid:9576756e-c564-4f26-b9f0-0c8db4a11f43",12,2,NA,0.0867,1600,18454.4405997693,0.469043151969981,1,1,"none","none","none","moderate","moderate","moderate",1,0.5,2,"Crop farming + Off-farm sources",6,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"10","M",39,"postsecondary","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:2d210dd4-d27b-46af-a690-8196fe057f78","uuid:89593a70-69a2-4fc7-8745-4a59b783e441",15,2,NA,0.078333,1400,17872.416478368,0.459511896252425,0,0,"none","none","none","moderate","moderate","moderate",1,0.5,2,"Crop farming + Off-farm sources",6,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"318","M",44,"primary","Commerçants","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:431ef758-6418-4eb6-a3e1-78920b070b67","uuid:2d5cf283-12a6-4fc6-a3f0-897d74cfdf0a",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","moderate","moderate","moderate",1,0.75,0,"Income sources unreported",6,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"305","F",32,"secondary","Commerçants","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:e75c8e51-45e9-4346-b973-f72aef6932c2","uuid:ff44ef4d-8997-42f1-b505-b60c3b3f7bb8",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","moderate","moderate","moderate",1,0.75,0,"Income sources unreported",6,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"0RUTJS","F",60,"No_school","Producteurs","F","55+","51+","55+","51+","uuid:82816ab1-03c0-4317-8390-da69343f05d1","uuid:c5a256d2-e04a-43dd-99d5-9310448f16b9",2,2,0.5,2,2000,1000,0.500250125062531,2,2,"little","moderate","moderate","moderate","little","moderate",1,1,1,"Crop farming only",5,0,0,0,0,10,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"02BZVS","F",55,"coranique","Consommateurs","M","26 - 55","51+","26 - 55","51+","uuid:2c815697-9940-42cf-8fb5-ef3c0c37e943","uuid:db567bae-b5e5-4ab6-9e35-2f5ed77b4359",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","little","little","little",1,0.285714285714286,0,"Income sources unreported",5,0,0,0,1,7,1,1,0,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"82","M",45,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:5f8afbd1-f448-43d4-93d4-38b8d05833b1","uuid:93f807b0-513b-416a-bb0f-efd961e75332",3,1,1,2,3000,1500,0,2,2,"little","moderate","moderate","moderate","little","moderate",1,1,2,"Crop farming + Off-farm sources",5,0,1,0,0,9,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"107","F",20,"coranique","Producteurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:5df51d33-bf4e-415e-91d5-5817b2a15f61","uuid:8cdd0779-fefb-40b5-a12a-e944bc7fe176",5,1,NA,1,25,25,0,1,1,"little","moderate","moderate","moderate","little","moderate",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,0,10,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"1FW6P0","M",30,"coranique","Producteurs","M","26 - 55","18 - 30","18 - 25","18 - 30","uuid:381638e4-68e3-4761-83e7-371bdc66759d","uuid:18f1e1d0-660a-477d-8608-8d6c8ce8ba26",4,1,NA,5,5000,1000,0,3,1,"little","moderate","moderate","moderate","little","moderate",1,1,1,"Crop farming only",5,0,1,1,0,10,1,1,1,1,0,0,0,NA,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"356","F",48,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:ce9e5aef-7e92-483f-9478-9753be225869","uuid:d47c8302-da0d-4aa7-abe8-ea53cef2f1d4",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",5,0,0,0,0,9,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"O5P5O0","M",42,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:fea6d638-858b-437d-bfbe-269e48919379","uuid:6c3c43a2-9b65-46b3-8d02-f07a60c1cc24",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","moderate","moderate",1,1,0,"Income sources unreported",5,0,1,1,1,10,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"333","F",32,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:6deb04c1-0db0-4352-8afc-52e13186db73","uuid:59759eb8-1fb0-44b8-94f3-0415ff734c7c",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",5,0,0,0,0,10,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"110","F",30,"coranique","Producteurs","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:ba4e7930-364b-430b-929a-22814d7479ba","uuid:74e54c37-27fc-4ea2-82c1-f7c2bfcaf087",4,1,NA,3,2500,833.333333333333,0,2,1,"little","moderate","moderate","moderate","moderate","moderate",1,1,1,"Crop farming only",5,0,1,0,0,10,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"BR9GF9","F",25,"coranique","Consommateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:d2be51b4-fba1-44f3-ab4d-21484d0d8792","uuid:d37f0436-6623-468f-9015-63db0f823723",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","little","little","little",1,0.166666666666667,0,"Income sources unreported",2,0,1,1,0,7,1,1,1,1,0,1,0,0,0,4,0.695132798930907,2.59281945041989e-05,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"49BPWD","M",25,"coranique","Producteurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:112a254b-2387-4153-900d-932532960ea3","uuid:435caa4d-c782-4526-b161-28b52f8b1bad",3,3,0.5,7,3950,564.285714285714,0.653906933657295,2,2,"none","none","none","none","none","little",1,0,1,"Crop farming only",2,0,1,1,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"N4FOLR","M",53,"coranique","Calebasses","M","26 - 55","51+","18 - 25","18 - 30","uuid:9902b12a-3a37-4875-a7a0-48d37078c32f","uuid:3f1d5f4a-1ef8-479e-8381-ebaa72d57828",0,NA,NA,NA,NA,NA,NA,0,NA,"moderate","moderate","moderate","equal","moderate","no_reponse",1,1,0,"Income sources unreported",7,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"1AY9KM","M",78,"coranique","Calebasses","M","55+","51+","55+","51+","uuid:aec04af1-9eea-4c01-b650-8f508bcaf0ca","uuid:5db051a8-38af-4e7c-b2a5-6ad0f2641289",5,2,0.444444444444444,4.5,2900,644.444444444444,0.428209489598078,1,1,"moderate","none","equal","no_reponse","no_reponse","moderate",1,0.4,1,"Crop farming only",3,0,1,0,0,6,1,1,1,1,0,1,1,0,0,5,0.922388641318079,0.00153586489675683,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"597","M",50,"secondary","Calebasses","M","26 - 55","31 - 50",NA,NA,"uuid:12c6bc70-ad10-4331-91cf-e2e2147a9b17","uuid:0a683765-9573-45f7-aaf5-cd495704ae0f",4,2,0.4,5,5000,1000,0.480096019203841,3,2,"none","none","little","equal","moderate","none",1,0.125,2,"Crop farming + Off-farm sources",4,0,1,0,0,5,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"385","M",40,"coranique","Consommateurs","M","26 - 55","31 - 50",NA,NA,"uuid:206c6af8-d709-4479-90c1-af4fd72e9f33","uuid:350fdc55-0fe8-4700-9e3f-b39874a5f6b2",0,NA,NA,NA,NA,NA,NA,0,NA,"none","little","none","little","none","little",0,0.166666666666667,0,"Income sources unreported",2,0,1,1,1,8,1,1,1,0,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"378","M",40,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:f1507b4b-ffa1-447c-8906-dab21754c4c6","uuid:3c6b3fdc-60c0-4abd-b026-02a3875ed6b6",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","none","none","none",1,0.5,0,"Income sources unreported",2,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"367","M",71,"coranique","Consommateurs","M","55+","51+","26 - 55","31 - 50","uuid:b4270741-c3ef-4c6d-9dae-0c529fcb03b4","uuid:23c21eac-c9e7-4b55-b28f-70b247fba9fb",0,NA,NA,NA,NA,NA,NA,0,NA,"little","none","little","little","none","little",1,0,0,"Income sources unreported",2,0,0,0,0,7,1,1,1,1,0,1,0,0,0,4,0.695132798930907,2.59281945041989e-05,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"352","F",50,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:0ef1cc12-5f3a-4fe7-8352-3157ce17f670","uuid:89b00f1f-0a1a-4d14-adde-8bd4b65a1443",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","little","little","little",1,0.166666666666667,0,"Income sources unreported",2,0,1,1,0,8,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"351","M",54,"coranique","Consommateurs","M","26 - 55","51+","26 - 55","18 - 30","uuid:8377a92e-6556-4da0-8137-0020fdea4b93","uuid:7e98d5e0-0949-4aef-a784-80b097d6d66f",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","none","none","none",0,0.2,0,"Income sources unreported",2,0,1,1,0,7,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"349","M",30,"coranique","Consommateurs","M","26 - 55","18 - 30","18 - 25","18 - 30","uuid:cca48f6a-07e5-440d-98d8-5016c7294683","uuid:a4fc6bac-a15d-4bf1-b6b4-4af20ddca158",0,NA,NA,NA,NA,NA,NA,0,NA,"little","none","little","none","none","none",1,0.333333333333333,0,"Income sources unreported",2,0,1,1,1,8,1,1,1,0,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"QNFQR6","M",25,"coranique","Consommateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:211c6b02-db37-4790-b92a-342c2743f296","uuid:78dcabfa-f8a4-4628-9ca8-da3f1e60e990",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","none","none","none",0,0,0,"Income sources unreported",2,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"334","M",50,"coranique","Consommateurs","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:06a4f24b-c89d-4ad3-b639-cde023bd4405","uuid:a1e1d824-d507-462b-a852-02b1f31135b9",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","none","none","none",0,0,0,"Income sources unreported",2,0,0,0,0,7,1,1,1,0,0,0,1,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"AR9EXT","M",65,"primary","Producteurs","M","55+","51+","26 - 55","31 - 50","uuid:5537e72e-0014-482a-bce5-d46576f9eddd","uuid:de53e4ef-501c-4268-9213-b4df240ef067",6,1,NA,2,1100,550,0,5,1,"little","moderate","moderate","little","little","little",1,1,1,"Crop farming only",7,1,1,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"0RA7VU","M",49,"No_school","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:519dbc7c-e65f-46e7-bd82-219c76f9c0de","uuid:440cd8f4-2c50-4bac-8add-7c49ec746bc1",9,1,NA,2,1200,600,0,6,1,"moderate","moderate","moderate","moderate","none","moderate",1,0.666666666666667,1,"Crop farming only",7,1,1,1,1,6,1,1,0,1,1,1,1,1,0,6,0.988189553227647,0.0413850653165367,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"W3K1C7","M",60,"secondary","Producteurs","M","55+","51+","26 - 55","31 - 50","uuid:ad44205e-314e-458a-ac4e-d39bea2f8bba","uuid:fe689a76-b7f0-410a-8a73-8852194222b7",7,1,NA,1,900,900,0,5,1,"little","little","moderate","little","little","moderate",1,1,1,"Crop farming only",7,1,1,1,1,9,1,1,0,1,0,1,1,1,0,5,0.922388641318079,0.00153586489675683,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"PEQ0SV","M",70,"primary","Producteurs","M","55+","51+","55+","51+","uuid:a2b6d660-a3fd-4fd2-8485-9ec10c293138","uuid:99f9c3a5-678c-4b8d-8636-fe831b3eb17d",8,1,NA,2,1350,675,0,6,1,"little","moderate","moderate","little","little","moderate",1,0.625,1,"Crop farming only",7,1,1,1,1,7,1,1,1,1,1,1,1,1,0,7,0.998120533323179,0.356687404917374,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"SMANFV","F",30,"primary","Calebasses","F","26 - 55","18 - 30","26 - 55","18 - 30","uuid:db50af09-61eb-4420-99dd-485557e43b56","uuid:e13647b0-1423-4642-9fac-d5c5ba69968b",1,1,NA,0.5,150,300,0,1,1,"little","moderate","moderate","no_reponse","no_reponse","little",1,0.6,1,"Crop farming only",6,0,0,0,0,6,1,1,0,1,0,1,1,1,0,5,0.922388641318079,0.00153586489675683,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"606","M",50,"coranique","Calebasses","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:d65eb045-f6f0-4800-a851-3524ad8c2726","uuid:4837ed9a-5071-4a59-8284-4cb34bd258ab",2,1,1,1.5,950,633.333333333333,0,1,1,"little","none","moderate","no_reponse","no_reponse","little",1,0.428571428571429,2,"Crop farming + Off-farm sources",6,0,0,0,0,6,1,1,1,1,0,0,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"XGGLW5","F",50,"coranique","Producteurs","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:0838a61d-fbce-4dda-a0ac-c9bc58d022a3","uuid:f463fefa-c2fa-4436-935c-6f8642b3a36e",12,2,0.75,2,1750,875,0.408396634811729,1,1,"none","none","none","moderate","moderate","moderate",1,0.5,1,"Crop farming only",6,0,0,0,0,6,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"LJ5FH1","M",39,"secondary","Producteurs","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:8528ddc9-ad33-4686-87f1-f5f48fe28fdf","uuid:616f9e77-a12b-47f2-abba-83150786dc2a",10,2,0.444444444444444,1.8,2500,1388.88888888889,0.480192076830732,1,1,"none","none","none","moderate","moderate","moderate",1,0.5,1,"Crop farming only",6,0,0,0,0,6,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"5IGGTV","M",775216285,"primary","Producteurs","M",NA,NA,"26 - 55","31 - 50","uuid:a51a96e2-4092-49bb-9a9b-f9aadaed134c","uuid:1c192f70-3521-4482-a69b-b322171aeae1",16,2,0.625,4,4000,1000,0.500125031257814,1,1,"none","none","none","moderate","moderate","moderate",1,0.5,1,"Crop farming only",6,0,0,0,0,6,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
