"offfarm_rep_number","offfarm_income_name","offfarm_label","offfarm_income_note","off_farm_income_no1","offfarm_year_round","offfarm_month","offfarm_month.apr","offfarm_month.aug","offfarm_month.dec","offfarm_month.feb","offfarm_month.jan","offfarm_month.jul","offfarm_month.jun","offfarm_month.mar","offfarm_month.may","offfarm_month.no_answer","offfarm_month.nov","offfarm_month.oct","offfarm_month.sep","off_farm_income_no3","offfarm_who_control_revenue","offfarm_who_control_revenue.Female_adult","offfarm_who_control_revenue.Female_Child","offfarm_who_control_revenue.Female_Youth","offfarm_who_control_revenue.Male_adult","offfarm_who_control_revenue.Male_Child","offfarm_who_control_revenue.Male_Youth","offfarm_who_control_revenue.no_answer","PARENT_KEY","KEY"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun nov dec",1,0,1,1,1,0,1,1,1,0,1,0,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:040b8d42-9bb3-4567-9935-470a89460410","uuid:040b8d42-9bb3-4567-9935-470a89460410/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun aug jul sep nov dec oct",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:05bed875-09a0-4c45-a4f8-11db9cafa666","uuid:05bed875-09a0-4c45-a4f8-11db9cafa666/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherfarms","Travaille dans d'autres exploitations",NA,NA,"N","jan feb mar apr may jun nov dec",1,0,1,1,1,0,1,1,1,0,1,0,0,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:1952d809-512b-4c49-92a1-f9393b863e59","uuid:1952d809-512b-4c49-92a1-f9393b863e59/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul sep aug oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:a6566b8b-7fdd-4451-93e2-24ead7f6e42b","uuid:a6566b8b-7fdd-4451-93e2-24ead7f6e42b/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:711fbd77-36ee-42f4-bb6a-863ea69282ca","uuid:711fbd77-36ee-42f4-bb6a-863ea69282ca/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:711fbd77-36ee-42f4-bb6a-863ea69282ca","uuid:711fbd77-36ee-42f4-bb6a-863ea69282ca/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun apr may mar jan feb",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:3e28cef0-a37d-402e-acaf-43faddef2b2d","uuid:3e28cef0-a37d-402e-acaf-43faddef2b2d/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may mar jan apr feb",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:845900b7-2a48-489a-822b-462ddd7b0e58","uuid:845900b7-2a48-489a-822b-462ddd7b0e58/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct aug sep jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:14faec2f-e8b9-4c9f-9f27-ec97a206c35e","uuid:14faec2f-e8b9-4c9f-9f27-ec97a206c35e/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"remittances","Versements (envoi d'argent)",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:14faec2f-e8b9-4c9f-9f27-ec97a206c35e","uuid:14faec2f-e8b9-4c9f-9f27-ec97a206c35e/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","dec nov oct sep aug jul jun may mar feb jan apr",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:4531baab-4eda-4abe-b068-431eebc46bd8","uuid:4531baab-4eda-4abe-b068-431eebc46bd8/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:4531baab-4eda-4abe-b068-431eebc46bd8","uuid:4531baab-4eda-4abe-b068-431eebc46bd8/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","jan feb mar apr jun may aug sep jul oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_Youth Female_Youth",0,0,1,0,0,1,0,"uuid:471154e0-6754-40b3-959e-9e0f6bb358e7","uuid:471154e0-6754-40b3-959e-9e0f6bb358e7/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jul jun aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:02d9fcc5-8844-487f-82a6-64f020ed8f62","uuid:02d9fcc5-8844-487f-82a6-64f020ed8f62/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:e3cc82a9-8ead-4377-ac08-df61f9df94a6","uuid:e3cc82a9-8ead-4377-ac08-df61f9df94a6/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:c4d43f25-a69c-488b-897e-8ccea64defdc","uuid:c4d43f25-a69c-488b-897e-8ccea64defdc/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar may apr jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:bc3961fa-fd64-491d-b688-bd34b394a10d","uuid:bc3961fa-fd64-491d-b688-bd34b394a10d/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Male_Youth",0,0,0,1,0,1,0,"uuid:7d8139ac-a571-4af1-87bb-125628b62369","uuid:7d8139ac-a571-4af1-87bb-125628b62369/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:f7138cfe-768d-46ec-8c7c-4ef6d3643959","uuid:f7138cfe-768d-46ec-8c7c-4ef6d3643959/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:c8adfcd1-085e-4b73-a1b8-78089144836a","uuid:c8adfcd1-085e-4b73-a1b8-78089144836a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:4c6d6a23-d756-45fa-b586-637588579599","uuid:4c6d6a23-d756-45fa-b586-637588579599/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:6fc88861-6042-4734-87bb-18b23ab21db4","uuid:6fc88861-6042-4734-87bb-18b23ab21db4/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:d704e25c-bdb6-4470-aca8-5794d3a068b8","uuid:d704e25c-bdb6-4470-aca8-5794d3a068b8/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:4ae6d61d-5cea-4d4c-a6f5-704df9aba480","uuid:4ae6d61d-5cea-4d4c-a6f5-704df9aba480/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun oct nov dec",1,0,1,1,1,0,1,1,1,0,1,1,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:d1f9a901-0ddc-4811-a3e5-319da503fccb","uuid:d1f9a901-0ddc-4811-a3e5-319da503fccb/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun oct nov dec",1,0,1,1,1,0,1,1,1,0,1,1,0,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:dde7db34-7aed-457e-9b46-f3b96b9ce3b1","uuid:dde7db34-7aed-457e-9b46-f3b96b9ce3b1/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun oct nov dec",1,0,1,1,1,0,1,1,1,0,1,1,0,NA,"Male_Youth Female_adult",1,0,0,0,0,1,0,"uuid:c20cbd30-39f1-4c98-b58e-5ddacce681b4","uuid:c20cbd30-39f1-4c98-b58e-5ddacce681b4/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun sep oct nov dec",1,0,1,1,1,0,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:63d16b00-ff57-45a1-bf59-223e71004ed7","uuid:63d16b00-ff57-45a1-bf59-223e71004ed7/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan mar feb apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:95913fde-e2ab-4431-98e0-63abb9bf1b66","uuid:95913fde-e2ab-4431-98e0-63abb9bf1b66/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","oct nov dec jan feb mar",0,0,1,1,1,0,0,1,0,0,1,1,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:0b34ef61-4288-4c15-9a12-317a11adc174","uuid:0b34ef61-4288-4c15-9a12-317a11adc174/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb may dec nov",0,0,1,1,1,0,0,0,1,0,1,0,0,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:978e4565-286c-4595-bcb9-61019cda55c2","uuid:978e4565-286c-4595-bcb9-61019cda55c2/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr jul sep oct nov dec",1,0,1,1,1,1,0,1,0,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:2c99667b-eaae-4601-9858-e1268d24fe51","uuid:2c99667b-eaae-4601-9858-e1268d24fe51/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:1e191dce-7514-40b0-a19e-a132c84046d5","uuid:1e191dce-7514-40b0-a19e-a132c84046d5/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"no_answer","Pas de réponse",NA,NA,"N","no_answer",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"no_answer",0,0,0,0,0,0,1,"uuid:c2792490-4585-484b-8e97-ef2530f800e8","uuid:c2792490-4585-484b-8e97-ef2530f800e8/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:73edc170-6c9d-4c48-ab22-be67ba427374","uuid:73edc170-6c9d-4c48-ab22-be67ba427374/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:33345bf6-fb47-4224-aa0a-4c813499e47e","uuid:33345bf6-fb47-4224-aa0a-4c813499e47e/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"remittances","Versements (envoi d'argent)",NA,NA,"Y","oct mar may jul",0,0,0,0,0,1,0,1,1,0,0,1,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:33345bf6-fb47-4224-aa0a-4c813499e47e","uuid:33345bf6-fb47-4224-aa0a-4c813499e47e/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"no_answer","Pas de réponse",NA,NA,"N","jul jun aug sep oct",0,1,0,0,0,1,1,0,0,0,0,1,1,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:b9eb4ff5-34d1-49c3-9515-0046ee4bc441","uuid:b9eb4ff5-34d1-49c3-9515-0046ee4bc441/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:19358f08-7c5b-49ef-8822-c48fcb549f67","uuid:19358f08-7c5b-49ef-8822-c48fcb549f67/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"no_answer",0,0,0,0,0,0,1,"uuid:4ae240b8-622a-4e0a-93a4-2583da3c04b6","uuid:4ae240b8-622a-4e0a-93a4-2583da3c04b6/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jun may apr mar feb jan oct nov dec",1,0,1,1,1,0,1,1,1,0,1,1,0,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:ec6d8d4c-708e-462b-9c40-75ec525a34c1","uuid:ec6d8d4c-708e-462b-9c40-75ec525a34c1/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct aug jul sep jun may mar jan feb apr",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:45d1f26d-0f5e-44db-ad7c-ea39e9b433b3","uuid:45d1f26d-0f5e-44db-ad7c-ea39e9b433b3/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"other","Autre",NA,NA,"Y","no_answer",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:0f1e7912-04b8-4c4e-be1d-728814a35fd0","uuid:0f1e7912-04b8-4c4e-be1d-728814a35fd0/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","no_answer",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:61b7f5df-a515-4bab-96c6-82a9fa49242a","uuid:61b7f5df-a515-4bab-96c6-82a9fa49242a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul sep oct",1,0,0,1,1,1,1,1,1,0,0,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:61b7f5df-a515-4bab-96c6-82a9fa49242a","uuid:61b7f5df-a515-4bab-96c6-82a9fa49242a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
3,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"N","dec jan feb oct nov",0,0,1,1,1,0,0,0,0,0,1,1,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:61b7f5df-a515-4bab-96c6-82a9fa49242a","uuid:61b7f5df-a515-4bab-96c6-82a9fa49242a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[3]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jul aug jun sep oct dec nov",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:3ebc924c-1713-4962-8615-d4a366bc59da","uuid:3ebc924c-1713-4962-8615-d4a366bc59da/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","feb mar jan apr jun jul may aug sep nov oct dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:c1ae0eff-7fae-4d25-b8f5-d5a4168892a7","uuid:c1ae0eff-7fae-4d25-b8f5-d5a4168892a7/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","sep dec nov oct aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:44a21cf7-4190-4fa9-9b58-031d980f85d0","uuid:44a21cf7-4190-4fa9-9b58-031d980f85d0/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul sep aug oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:9441db9d-46fe-414c-9cda-727a37a81b16","uuid:9441db9d-46fe-414c-9cda-727a37a81b16/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov may apr jan",1,0,1,0,1,0,0,0,1,0,1,0,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:d3c9298b-153b-42b7-8295-ac8bd0877dd3","uuid:d3c9298b-153b-42b7-8295-ac8bd0877dd3/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"other","Autre",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:2d210dd4-d27b-46af-a690-8196fe057f78","uuid:2d210dd4-d27b-46af-a690-8196fe057f78/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan mar feb apr may jun aug jul sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:431ef758-6418-4eb6-a3e1-78920b070b67","uuid:431ef758-6418-4eb6-a3e1-78920b070b67/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may dec nov oct",1,0,1,1,1,0,0,1,1,0,1,1,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:5f8afbd1-f448-43d4-93d4-38b8d05833b1","uuid:5f8afbd1-f448-43d4-93d4-38b8d05833b1/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan mar feb may apr jun dec nov oct sep aug jul",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:5df51d33-bf4e-415e-91d5-5817b2a15f61","uuid:5df51d33-bf4e-415e-91d5-5817b2a15f61/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may dec nov oct",1,0,1,1,1,0,0,1,1,0,1,1,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:ce9e5aef-7e92-483f-9478-9753be225869","uuid:ce9e5aef-7e92-483f-9478-9753be225869/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may dec nov oct",1,0,1,1,1,0,0,1,1,0,1,1,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:fea6d638-858b-437d-bfbe-269e48919379","uuid:fea6d638-858b-437d-bfbe-269e48919379/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb apr mar may jun dec nov",1,0,1,1,1,0,1,1,1,0,1,0,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:6deb04c1-0db0-4352-8afc-52e13186db73","uuid:6deb04c1-0db0-4352-8afc-52e13186db73/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherfarms","Travaille dans d'autres exploitations",NA,NA,"Y","jan feb mar",0,0,0,1,1,0,0,1,0,0,0,0,0,NA,"no_answer",0,0,0,0,0,0,1,"uuid:9902b12a-3a37-4875-a7a0-48d37078c32f","uuid:9902b12a-3a37-4875-a7a0-48d37078c32f/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"other","Autre",NA,NA,"N","jun may apr mar feb jan nov dec",1,0,1,1,1,0,1,1,1,0,1,0,0,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:12c6bc70-ad10-4331-91cf-e2e2147a9b17","uuid:12c6bc70-ad10-4331-91cf-e2e2147a9b17/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherlabour","Travaille, pas dans une exploitation",NA,NA,"N","jan feb mar apr sep oct nov dec",1,0,1,1,1,0,0,1,0,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:06a4f24b-c89d-4ad3-b639-cde023bd4405","uuid:06a4f24b-c89d-4ad3-b639-cde023bd4405/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"other","Autre",NA,NA,"N","jan feb mar may jul apr dec nov jun",1,0,1,1,1,1,1,1,1,0,1,0,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:d65eb045-f6f0-4800-a851-3524ad8c2726","uuid:d65eb045-f6f0-4800-a851-3524ad8c2726/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
