"crop_rep_number","crop_id","crop_label_english","crop_label","crop_name","season_grown","season_grown.All_year","season_grown.First","season_grown.Second","season_grown.Spring","season_grown.Summer","crop_measurement","crop_measurement_q_en","crop_measurement_q_es","crop_area","crop_area_unit","crop_area_unit_label","crop_area_conversion","crop_area_conversion_input","crop_area_conversion_col","crop_area_ha","crop_area_ha_2dp","crop_area_ha_note","yield_info","crop_harvest","crop_yield","crop_yield_units","crop_yield_units_label","crop_yield_units_conversion","crop_yield_kg","crop_yield_kg_2dp","crop_yield_note","crop_yield_area","crop_yield_area_2dp","crop_yield_kg_ha","crop_yield_kg_ha_2dp","crop_yield_note2","crop_yield_note3","crop_land_area","crop_no2","crop_use","crop_use.eat","crop_use.feed_livestock","crop_use.givetrade","crop_use.save_seed","crop_use.sell","crop_no3","crop_consumed_prop","crop_sold_prop","crop_feed_lstk_prop","crop_seed_saved_prop","crop_no4","crop_sold_income","crop_sold_price_quantityunits","crop_price_quantityunits_other","crop_no5","crop_who_control_revenue","crop_who_control_revenue.Female_adult","crop_who_control_revenue.Female_Youth","crop_who_control_revenue.Male_adult","crop_who_control_revenue.Male_Youth","crop_consume_control","crop_consume_control.Female_adult","crop_consume_control.Female_Youth","crop_consume_control.Male_adult","crop_consume_control.Male_Youth","PARENT_KEY","KEY","crop_label_spanish","household_id","loc1_name","loc2_name"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",4,8,"Tarea",0.04375,NA,0.04375,0.175,0.18,NA,"Y","normal_harvest",6,3,"saco de 100 libras",45.4,272.4,272.4,NA,1.5,1.5,1556.5714285714284,1556.57,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:824155ea-7032-4b91-97d0-65a4da5c89f9","uuid:824155ea-7032-4b91-97d0-65a4da5c89f9/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",53,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",6,8,"Tarea",0.04375,NA,0.04375,0.26249999999999996,0.26,NA,"Y","normal_harvest",10,3,"saco de 100 libras",45.4,454,454,NA,1.6666666666666667,1.67,1729.5238095238099,1729.52,NA,NA,"All",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:338f0eb3-dac8-4415-abc9-c156441bdaff","uuid:338f0eb3-dac8-4415-abc9-c156441bdaff/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",18,"Langue","Las Olivas"
2,23,"Beans","Frijoles",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frijoles during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frijoles durante los últimos 12 meses?",8,8,"Tarea",0.04375,NA,0.04375,0.35,0.35,NA,"Y","normal_harvest",12,3,"saco de 100 libras",45.4,544.8,544.8,NA,1.5,1.5,1556.5714285714284,1556.57,NA,NA,"All",NA,"eat sell",1,0,0,0,1,NA,"Most","Half","","",NA,1500,"price_per_bag_100lb",NA,NA,"Female_adult",1,0,0,0,"Female_adult",1,0,0,0,"uuid:338f0eb3-dac8-4415-abc9-c156441bdaff","uuid:338f0eb3-dac8-4415-abc9-c156441bdaff/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frijoles",18,"Langue","Las Olivas"
3,10,"Sorghum","Maicillo",NA,"Spring",0,0,0,1,0,"area","In total, how much land did you use for growing Maicillo during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maicillo durante los últimos 12 meses?",4,8,"Tarea",0.04375,NA,0.04375,0.175,0.18,NA,"Y","normal_harvest",8,3,"saco de 100 libras",45.4,363.2,363.2,NA,2,2,2075.4285714285716,2075.43,NA,NA,"All",NA,"sell eat",1,0,0,0,1,NA,"All","UnderHalf","","",NA,1500,"price_per_bag_100lb",NA,NA,"Female_adult",1,0,0,0,"Female_adult",1,0,0,0,"uuid:338f0eb3-dac8-4415-abc9-c156441bdaff","uuid:338f0eb3-dac8-4415-abc9-c156441bdaff/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Maicillo",18,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",18,3,"saco de 100 libras",45.4,817.1999999999999,817.2,NA,18,18,1158.1632653061224,1158.16,NA,NA,"Half",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:0c959db9-b533-4354-83b3-d3a0824bc531","uuid:0c959db9-b533-4354-83b3-d3a0824bc531/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",7,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"no_answer","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"",0,0,0,0,"uuid:12a3dc69-6704-444b-a934-0e502de670f4","uuid:12a3dc69-6704-444b-a934-0e502de670f4/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",57,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",20,9,"Quintales 16 (100 Libras )",727,14540,14540,NA,20,20,20606.57596371882,20606.58,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329","uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",15,"Langue","Las Olivas"
2,4,"Cassava","yuca",NA,"All_year",1,0,0,0,0,"plants","In total, how many yuca plants did you grow during the last 12 months?","En total, ¿cuántas yuca plantas cultivaste durante los últimos 12 meses?",25,4,"Plantas",-99,NA,-99,NA,NA,NA,"Y","normal_harvest",25,4,"libras",0.4535,NA,NA,NA,1,1,NA,NA,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329","uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","yuca",15,"Langue","Las Olivas"
3,NA,NA,"",NA,"",0,0,0,0,0,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"",0,0,0,0,"uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329","uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]",NA,15,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",2,8,"Tarea",0.04375,NA,0.04375,0.0875,0.09,NA,"Y","good_harvest",5,3,"saco de 100 libras",45.4,227,227,NA,2.5,2.5,2594.2857142857147,2594.29,NA,NA,"no_answer",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_Youth Female_Youth",0,1,0,1,"uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad","uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",54,"Langue","Las Olivas"
2,23,"Beans","Frijoles",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frijoles during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frijoles durante los últimos 12 meses?",4,8,"Tarea",0.04375,NA,0.04375,0.175,0.18,NA,"Y","bad_harvest",1,3,"saco de 100 libras",45.4,45.4,45.4,NA,0.25,0.25,259.42857142857144,259.43,NA,NA,"no_answer",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_Youth Female_Youth",0,1,0,1,"uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad","uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frijoles",54,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","normal_harvest",10,3,"saco de 100 libras",45.4,454,454,NA,10,10,643.4240362811792,643.42,NA,NA,"UnderHalf",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult Female_Youth Male_Youth",1,1,1,1,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",11,"Langue","Las Olivas"
2,4,"Cassava","yuca",NA,"All_year",1,0,0,0,0,"area","In total, how much land did you use for growing yuca during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar yuca durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",40,3,"saco de 100 libras",45.4,1816,1816,NA,40,40,2573.6961451247166,2573.7,NA,NA,"Little",NA,"sell eat",1,0,0,0,1,NA,"Half","UnderHalf","","",NA,5000,"total_income_per_year",NA,NA,"Male_adult Female_adult Male_Youth Female_Youth",1,1,1,1,"Male_adult Female_adult Male_Youth Female_Youth",1,1,1,1,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","yuca",11,"Langue","Las Olivas"
3,13,"Pineapple","Piña",NA,"Summer",0,0,0,0,1,"area","In total, how much land did you use for growing Piña during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Piña durante los últimos 12 meses?",4,8,"Tarea",0.04375,NA,0.04375,0.175,0.18,NA,"Y","good_harvest",2000,16,"unidades (Pina)",2,4000,4000,NA,500,500,22857.14285714286,22857.14,NA,NA,"Little",NA,"eat sell",1,0,0,0,1,NA,"UnderHalf","UnderHalf","","",NA,2000,"total_income_per_year",NA,NA,"Male_adult Female_adult Female_Youth Male_Youth",1,1,1,1,"Male_adult Female_adult Male_Youth Female_Youth",1,1,1,1,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Piña",11,"Langue","Las Olivas"
4,7,"Squash","Ayote",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Ayote during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Ayote durante los últimos 12 meses?",1,8,"Tarea",0.04375,NA,0.04375,0.04375,0.04,NA,"N","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"",0,0,0,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Ayote",11,"Langue","Las Olivas"
5,34,"Chipilín","Chipilín",NA,"All_year",1,0,0,0,0,"area","In total, how much land did you use for growing Chipilín during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Chipilín durante los últimos 12 meses?",2,8,"Tarea",0.04375,NA,0.04375,0.0875,0.09,NA,"Y","good_harvest",25,6,"unidades (general)",-99,NA,NA,NA,12.5,12.5,NA,NA,NA,NA,"Little",NA,"eat sell",1,0,0,0,1,NA,"Most","UnderHalf","","",NA,200,"total_income_per_year",NA,NA,"Male_adult Female_adult",1,0,1,0,"Male_adult Female_adult Male_Youth Female_Youth",1,1,1,1,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_Crop_Productivity/crop_repeat[5]","Chipilín ",11,"Langue","Las Olivas"
6,5,"Bananas","Guineos",NA,"All_year",1,0,0,0,0,"area","In total, how much land did you use for growing Guineos during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Guineos durante los últimos 12 meses?",5,8,"Tarea",0.04375,NA,0.04375,0.21875,0.22,NA,"Y","good_harvest",20,6,"unidades (general)",-99,NA,NA,NA,4,4,NA,NA,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult",1,0,1,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_Crop_Productivity/crop_repeat[6]","Guineos",11,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",30,9,"Quintales 16 (100 Libras )",727,21810,21810,NA,30,30,30909.863945578232,30909.86,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",13,"Langue","Las Olivas"
2,4,"Cassava","yuca",NA,"All_year",1,0,0,0,0,"plants","In total, how many yuca plants did you grow during the last 12 months?","En total, ¿cuántas yuca plantas cultivaste durante los últimos 12 meses?",15,4,"Plantas",-99,NA,-99,NA,NA,NA,"Y","good_harvest",20,4,"libras",0.4535,NA,NA,NA,1.3333333333333333,1.33,NA,NA,NA,NA,"Little",NA,"eat save_seed givetrade",1,0,1,1,0,NA,"Half","","","Half",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","yuca",13,"Langue","Las Olivas"
3,9,"Red Beans","Frjoles colarados",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frjoles colarados during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frjoles colarados durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",121,3,"saco de 100 libras",45.4,5493.4,5493.4,NA,121,121,7785.430839002267,7785.43,NA,NA,"Half",NA,"eat save_seed givetrade",1,0,1,1,0,NA,"Little","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Frjoles colarados",13,"Langue","Las Olivas"
4,10,"Sorghum","Maicillo",NA,"Spring",0,0,0,1,0,"area","In total, how much land did you use for growing Maicillo during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maicillo durante los últimos 12 meses?",10,2,"Hectáreas",1,NA,1,10,10,NA,"Y","normal_harvest",8,3,"saco de 100 libras",45.4,363.2,363.2,NA,0.8,0.8,36.32,36.32,NA,NA,"UnderHalf",NA,"eat save_seed",1,0,0,1,0,NA,"Little","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Maicillo",13,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",14,9,"Quintales 16 (100 Libras )",727,10178,10178,NA,14,14,14424.603174603175,14424.6,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6","uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",9,"Langue","Las Olivas"
2,9,"Red Beans","Frjoles colarados",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frjoles colarados during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frjoles colarados durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",8,3,"saco de 100 libras",45.4,363.2,363.2,NA,8,8,514.7392290249433,514.74,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6","uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frjoles colarados",9,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","normal_harvest",24,9,"Quintales 16 (100 Libras )",727,17448,17448,NA,24,24,24727.891156462585,24727.89,NA,NA,"None",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult",1,0,1,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",10,"Langue","Las Olivas"
2,4,"Cassava","yuca",NA,"All_year",1,0,0,0,0,"plants","In total, how many yuca plants did you grow during the last 12 months?","En total, ¿cuántas yuca plantas cultivaste durante los últimos 12 meses?",20,4,"Plantas",-99,NA,-99,NA,NA,NA,"Y","normal_harvest",20,4,"libras",0.4535,NA,NA,NA,1,1,NA,NA,NA,NA,"UnderHalf",NA,"eat sell",1,0,0,0,1,NA,"UnderHalf","UnderHalf","","",NA,100,"price_per_unit",NA,NA,"Male_adult Female_adult",1,0,1,0,"Male_adult Female_adult",1,0,1,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","yuca",10,"Langue","Las Olivas"
3,5,"Bananas","Guineos",NA,"All_year",1,0,0,0,0,"plants","In total, how many Guineos plants did you grow during the last 12 months?","En total, ¿cuántas Guineos plantas cultivaste durante los últimos 12 meses?",10,4,"Plantas",-99,NA,-99,NA,NA,NA,"Y","normal_harvest",10,6,"unidades (general)",-99,NA,NA,NA,1,1,NA,NA,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult",1,0,1,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Guineos",10,"Langue","Las Olivas"
4,9,"Red Beans","Frjoles colarados",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frjoles colarados during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frjoles colarados durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","normal_harvest",10,3,"saco de 100 libras",45.4,454,454,NA,10,10,643.4240362811792,643.42,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult",1,0,1,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Frjoles colarados",10,"Langue","Las Olivas"
5,10,"Sorghum","Maicillo",NA,"Spring",0,0,0,1,0,"area","In total, how much land did you use for growing Maicillo during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maicillo durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","normal_harvest",12,3,"saco de 100 libras",45.4,544.8,544.8,NA,12,12,772.1088435374149,772.11,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult",1,0,1,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_Crop_Productivity/crop_repeat[5]","Maicillo",10,"Langue","Las Olivas"
6,11,"Chilli Peppers","chile",NA,"Spring",0,0,0,1,0,"plants","In total, how many chile plants did you grow during the last 12 months?","En total, ¿cuántas chile plantas cultivaste durante los últimos 12 meses?",20,4,"Plantas",-99,NA,-99,NA,NA,NA,"Y","normal_harvest",5,4,"libras",0.4535,NA,NA,NA,0.25,0.25,NA,NA,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_Crop_Productivity/crop_repeat[6]","chile",10,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",8,9,"Quintales 16 (100 Libras )",727,5816,5816,NA,8,8,8242.630385487528,8242.63,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:452d0f94-c251-4e57-b29f-1cc8df18f641","uuid:452d0f94-c251-4e57-b29f-1cc8df18f641/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",4,"Langue","Las Olivas"
2,9,"Red Beans","Frjoles colarados",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frjoles colarados during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frjoles colarados durante los últimos 12 meses?",4,2,"Hectáreas",1,NA,1,4,4,NA,"Y","good_harvest",4,3,"saco de 100 libras",45.4,181.6,181.6,NA,1,1,45.4,45.4,NA,NA,"UnderHalf",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:452d0f94-c251-4e57-b29f-1cc8df18f641","uuid:452d0f94-c251-4e57-b29f-1cc8df18f641/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frjoles colarados",4,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",30,3,"saco de 100 libras",45.4,1362,1362,NA,30,30,1930.2721088435374,1930.27,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult",1,0,1,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",5,"Langue","Las Olivas"
2,23,"Beans","Frijoles",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frijoles during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frijoles durante los últimos 12 meses?",8,8,"Tarea",0.04375,NA,0.04375,0.35,0.35,NA,"Y","bad_harvest",2,3,"saco de 100 libras",45.4,90.8,90.8,NA,0.25,0.25,259.42857142857144,259.43,NA,NA,"Half",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Male_adult Female_adult",1,0,1,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frijoles",5,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",16,3,"saco de 100 libras",45.4,726.4,726.4,NA,16,16,1029.4784580498865,1029.48,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf","uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",52,"Langue","Las Olivas"
